mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_Boost__base_estimator__alpha,param_Boost__n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.002764606475830078,0.0008344173431396485,0.9107418651324025,0.9835714319683933,-1,1,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 1}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0003289306428861055,5.316240347594198e-05,0.04477321397691179,0.005188171158552266
0.004558134078979492,0.0008075714111328125,0.9107418651324025,0.9835714319683933,-1,2,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 2}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.00041385810334689253,7.355766105579646e-05,0.04477321397691179,0.005188171158552266
0.004870080947875976,0.000832366943359375,0.9107418651324025,0.9835714319683933,-1,5,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 5}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0012617189200946676,9.279101626377299e-05,0.04477321397691179,0.005188171158552266
0.004682493209838867,0.000836944580078125,0.9107418651324025,0.9835714319683933,-1,10,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 10}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.001179756596227512,0.00014920261348896815,0.04477321397691179,0.005188171158552266
0.004826211929321289,0.0009290695190429688,0.9107418651324025,0.9835714319683933,-1,20,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 20}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0011331215804165295,0.0001107602910191594,0.04477321397691179,0.005188171158552266
0.005152845382690429,0.000878143310546875,0.9107418651324025,0.9835714319683933,-1,30,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 30}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0014426294822676956,0.0001189807035400294,0.04477321397691179,0.005188171158552266
0.005522632598876953,0.0008462905883789062,0.9107418651324025,0.9835714319683933,-1,45,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 45}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0011054885312856279,8.846088849792515e-05,0.04477321397691179,0.005188171158552266
0.005066442489624024,0.0007515907287597656,0.9107418651324025,0.9835714319683933,-1,60,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 60}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0012771336530268123,5.32421518057487e-05,0.04477321397691179,0.005188171158552266
0.005364656448364258,0.0008603572845458984,0.9107418651324025,0.9835714319683933,-1,80,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 80}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0014713247591276,0.00010261249804149539,0.04477321397691179,0.005188171158552266
0.0049953460693359375,0.0008942604064941407,0.9107418651324025,0.9835714319683933,-1,100,"{'Boost__base_estimator__alpha': -1, 'Boost__n_estimators': 100}",119,0.8282899366643214,0.9748767368892872,0.9553131597466572,0.9818018825638725,0.9208304011259677,0.9861497086508291,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0015971894190621074,0.00016505561018143695,0.04477321397691179,0.005188171158552266
0.004884147644042968,0.0009004116058349609,0.921166885180518,0.9792863580105268,-0.001,1,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 1}",69,0.8282899366643214,0.9766472433886151,0.9725545390570022,0.9671447781264007,0.9553131597466572,0.9776109367996414,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.0006768141797455866,0.00016456772951948685,0.051434727584574104,0.007882976773466662
0.008896970748901367,0.0008574962615966797,0.921166885180518,0.9792863580105268,-0.001,2,"{'Boost__base_estimator__alpha': -0.001, 'Boost__n_estimators': 2}",69,0.8282899366643214,0.9766472433886151,0.9725545390570022,0.9671447781264007,0.9553131597466572,0.9776109367996414,0.9066091954022988,0.9905239687848382,0.9434523809523809,0.9845048629531388,0.001170497054824408,0.00010416590394949082,0.051434727584574104,0.007882976773466662
