,test,train
0.1,0.0024309999998877174,1.5153639999998632
0.2,0.004853999999795633,1.3289529999992737
0.3,0.002547000000049593,1.1568099999994956
0.4,0.005232999999861931,1.0189700000000812
0.5,0.007333999999900698,0.8938210000005711
0.6,0.0069790000006833,0.7916979999999967
0.7,0.005406000000220956,0.4933289999999033
0.8,0.004883999999947264,0.23325999999997293
0.9,0.0038789999998698477,0.07097299999986717
