,test,train
0.1,0.00125100000002476,0.8978220000000192
0.2,0.0013020000000096843,0.7464279999999803
0.3,0.001469999999983429,0.6843719999999962
0.4,0.0015150000000403452,0.5719720000000166
0.5,0.0016109999999684987,0.4597440000000006
0.6,0.0017680000000268592,0.3283440000000155
0.7,0.0018489999999928841,0.25595399999997426
0.8,0.0018089999999801876,0.16837299999997413
0.9,0.0013860000000249784,0.05535800000001245
