param_Boost__n_estimators,test acc,train acc
1,0.9050691244239631,0.9750514403292182
2,0.9050691244239631,0.9750514403292182
5,0.9050691244239631,0.9750514403292182
10,0.9050691244239631,0.9750514403292182
20,0.9050691244239631,0.9750514403292182
30,0.9050691244239631,0.9750514403292182
40,0.9050691244239631,0.9750514403292182
50,0.9050691244239631,0.9750514403292182
