mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.01817803382873535,0.001341533660888672,0.9350744129069253,0.9626990311347102,100,{'SVM__n_iter': 100},14,0.8933849401829699,0.9705289108023307,0.9553131597466572,0.9505602868668758,0.9380717804363125,0.9539444195428057,0.9410919540229883,0.9717948717948719,0.9479166666666665,0.9666666666666667,0.0008820358075200904,0.00016343028582566397,0.021777442966987394,0.008761002239058072
0.03083486557006836,0.0013721942901611327,0.9420933748176271,0.960608280316622,200,{'SVM__n_iter': 200},4,0.9591836734693877,0.9664948453608246,0.989795918367347,0.9544150605109815,0.9215341308937368,0.9639175257731959,0.9238505747126434,0.9897435897435898,0.9151785714285713,0.928470380194518,0.0010447257011633587,0.00019582835355442868,0.02848107297385067,0.01982760502297719
0.04360098838806152,0.0015437602996826172,0.944606833422133,0.9639076060700814,300,{'SVM__n_iter': 300},2,0.9521463757916961,0.9698789780367546,0.9553131597466572,0.951367099955177,0.9380717804363125,0.9705289108023307,0.9515086206896551,0.9820512820512821,0.925595238095238,0.945711759504863,0.0015835836284570155,0.00016806856033455074,0.011118712959942212,0.013394364960500397
0.05489106178283691,0.001358366012573242,0.9464231161590538,0.9656671406564759,400,{'SVM__n_iter': 400},1,0.9183673469387756,0.9484536082474228,0.989795918367347,0.9510309278350515,0.9591836734693877,0.9664948453608246,0.9238505747126434,0.9794871794871794,0.9404761904761906,0.9828691423519009,0.0005954177859923102,0.0001951705381305717,0.02605654476029598,0.014128778110230987
0.06717209815979004,0.0018054008483886718,0.9344378890289076,0.975720928195696,500,{'SVM__n_iter': 500},16,0.9247009148486982,0.9716494845360825,0.9553131597466572,0.9731062303899596,0.9278676988036596,0.9714926042133573,0.9238505747126434,0.9820512820512821,0.9404761904761906,0.9803050397877984,0.0017167379307879102,0.0006215375564995078,0.012045864137636548,0.004525029962644057
0.08011679649353028,0.0015237808227539062,0.9434604691471172,0.9737244680593882,600,{'SVM__n_iter': 600},3,0.9278676988036594,0.9809950694755715,0.989795918367347,0.9587628865979381,0.9247009148486981,0.9690721649484535,0.9342672413793103,0.9820512820512821,0.9404761904761906,0.9777409372236959,0.005457035436988025,0.0002256044746214912,0.023900245831673297,0.008761533482445436
0.0940488338470459,0.0015018939971923827,0.9399854624644118,0.9836664280865118,700,{'SVM__n_iter': 700},7,0.9176636171710064,0.9724562976243836,0.9725545390570022,0.9879202151501567,0.9349049964813512,0.9853428955625277,0.9342672413793103,0.9871794871794871,0.9404761904761906,0.9854332449160035,0.0013389348353319663,0.00027492507744281017,0.01805475905050258,0.005692723398490724
0.09810981750488282,0.0013040065765380859,0.9112988898223462,0.9499587181032798,800,{'SVM__n_iter': 800},25,0.8244194229415909,0.880031376064545,0.9725545390570022,0.9809950694755712,0.9247009148486981,0.9853428955625277,0.9551005747126436,0.9767001114827202,0.8794642857142857,0.9267241379310344,0.0038971524410046136,0.00021944243924650644,0.05380090259927582,0.040890282760647614
0.11458787918090821,0.0013630390167236328,0.9392548920129399,0.975635534730652,900,{'SVM__n_iter': 900},8,0.9176636171710064,0.9845360824742269,0.989795918367347,0.967301658449126,0.9247009148486981,0.9768041237113401,0.9410919540229883,0.9615384615384616,0.9226190476190477,0.987997347480106,0.0020983745448938337,0.00022316738058695442,0.02658028187050337,0.010015794838711123
0.12170267105102539,0.0015134811401367188,0.9344934267033019,0.9712944895514177,1000,{'SVM__n_iter': 1000},15,0.9349049964813512,0.9724562976243836,0.9553131597466572,0.9835723890632003,0.9278676988036596,0.9748767368892872,0.9137931034482758,0.9452619843924192,0.9404761904761906,0.9803050397877984,0.0040560066656842916,0.00019417210735895788,0.013730751360590213,0.013592721955702174
0.13866782188415527,0.0012361526489257813,0.9364499742693121,0.9772438740978439,1100,{'SVM__n_iter': 1100},12,0.9176636171710064,0.982765575974899,0.9553131597466572,0.9756835499775885,0.9278676988036596,0.9731062303899594,0.9410919540229883,0.9769230769230768,0.9404761904761906,0.9777409372236959,0.0037923027100797493,0.00016525564814084352,0.01285162549195386,0.0031747088373941103
0.15045852661132814,0.0016642570495605468,0.9314819663943276,0.9680463099140357,1200,{'SVM__n_iter': 1200},19,0.9106263194933146,0.9756835499775885,0.9553131597466572,0.9626400717167188,0.9349049964813512,0.982765575974899,0.9410919540229883,0.9794871794871794,0.9151785714285713,0.9396551724137931,0.0032694567230513697,0.00021841690381200772,0.016585135255959366,0.0157553916216152
0.15415329933166505,0.0013732433319091797,0.9372092417114755,0.9782064182024769,1300,{'SVM__n_iter': 1300},11,0.9349049964813512,0.982765575974899,0.9553131597466572,0.9731062303899596,0.9247009148486981,0.979381443298969,0.9482758620689652,0.9626532887402454,0.9226190476190477,0.9931255526083113,0.002491842531960188,0.00016271912745199497,0.012838807270784451,0.010125798010847922
0.16456079483032227,0.0012908458709716796,0.9329608558651117,0.9610591670857671,1400,{'SVM__n_iter': 1400},18,0.9521463757916961,0.9768041237113401,0.9553131597466572,0.9879202151501567,0.9042927515833921,0.9536082474226804,0.9551005747126436,0.9774804905239689,0.8973214285714286,0.9094827586206896,0.0025798204612389347,0.00016080370090170684,0.026220203826231473,0.028123732112587577
