,test,train
0.1,0.0008500000000140062,0.029554000000018732
0.2,0.0008320000000026084,0.022145999999963806
0.3,0.0008540000000039072,0.02609699999999293
0.4,0.0010040000000230975,0.023200000000031196
0.5,0.0007619999999519678,0.014454999999998108
0.6,0.0008369999999899846,0.021270000000015443
0.7,0.0008960000000115542,0.01747299999999541
0.8,0.0009919999999965512,0.011938000000043303
0.9,0.0005529999999680513,0.004654000000016367
