mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.0013672351837158204,0.00040898323059082033,0.9601318106766898,0.9703784031854017,1,{'SVM__n_iter': 1},12,0.9897959183673469,0.9698789780367546,0.989795918367347,0.9611833258628417,0.941942294159043,0.9732631107126849,0.9378591954022986,0.9690078037904124,0.9404761904761906,0.9785587975243146,8.740785396744296e-05,1.5165070977869227e-05,0.024412479032229956,0.005690655572191766
0.001343107223510742,0.0004645347595214844,0.9621438959170945,0.9672670266769867,2,{'SVM__n_iter': 2},1,0.9897959183673469,0.9611833258628417,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9732631107126849,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9716843501326259,8.944715232572744e-05,6.453539536962805e-05,0.01726764616306655,0.004592379774677159
0.0013671398162841796,0.00039997100830078123,0.9621438959170945,0.966912925377121,4,{'SVM__n_iter': 4},1,0.9897959183673469,0.9611833258628417,0.9725545390570022,0.9663379650380994,0.9521463757916961,0.9689152846257285,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9716843501326259,7.797846215435277e-05,5.582457877695933e-06,0.01726764616306655,0.003468573137389794
0.0014676094055175782,0.0004004001617431641,0.9621438959170945,0.9665588240772556,8,{'SVM__n_iter': 8},1,0.9897959183673469,0.9619901389511428,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9689152846257285,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9716843501326259,0.0001864004329692023,7.707376106451455e-06,0.01726764616306655,0.0034796512566795763
0.0015974998474121093,0.00040035247802734376,0.9621438959170945,0.9670742879947813,16,{'SVM__n_iter': 16},1,0.9897959183673469,0.9619901389511428,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9716843501326259,8.157241432942649e-05,3.2842970576710825e-06,0.01726764616306655,0.003949699462087868
0.0019020557403564454,0.00045638084411621095,0.9621438959170945,0.9667175432902105,32,{'SVM__n_iter': 32},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.00020437450870672936,8.828204407172631e-05,0.01726764616306655,0.005842839119897033
0.0025139808654785155,0.0004872322082519531,0.9621438959170945,0.9667175432902105,64,{'SVM__n_iter': 64},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.0004145016701688968,8.20913079887857e-05,0.01726764616306655,0.005842839119897033
0.0036419391632080077,0.000542593002319336,0.9621438959170945,0.9667175432902105,128,{'SVM__n_iter': 128},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.0002712474919615612,0.00011873900154159905,0.01726764616306655,0.005842839119897033
0.005733394622802734,0.000567483901977539,0.9621438959170945,0.9667175432902105,256,{'SVM__n_iter': 256},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.0003958744073202658,7.233753278551134e-05,0.01726764616306655,0.005842839119897033
0.009237384796142578,0.0005169868469238281,0.9621438959170945,0.9667175432902105,512,{'SVM__n_iter': 512},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.0005308882427881232,2.700372232798604e-05,0.01726764616306655,0.005842839119897033
0.01658787727355957,0.0005239963531494141,0.9621438959170945,0.9667175432902105,1024,{'SVM__n_iter': 1024},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.0008797597574862936,2.3661119132943476e-05,0.01726764616306655,0.005842839119897033
0.03136048316955566,0.0005650520324707031,0.9621438959170945,0.9667175432902105,2048,{'SVM__n_iter': 2048},1,0.9897959183673469,0.9576423128641864,0.9725545390570022,0.9637606454504707,0.9521463757916961,0.9714926042133573,0.9551005747126436,0.96644370122631,0.9404761904761906,0.9742484526967284,0.0009481630652213951,5.4138344667167124e-05,0.01726764616306655,0.005842839119897033
