,test,train
0.1,0.0010140000000014027,0.0011860000000005755
0.2,0.0013379999999969527,0.001042999999999239
0.3,0.0017190000000013583,0.0011249999999982663
0.4,0.0019069999999992149,0.001045000000001295
0.5,0.0023090000000003386,0.001172000000000395
0.6,0.0024820000000005393,0.0014869999999973516
0.7,0.0023640000000000327,0.001021000000001493
0.8,0.0024390000000025225,0.0011430000000025586
0.9,0.001964000000000965,0.0012140000000009366
