mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__alpha,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.20431461334228515,0.0008283138275146484,0.43840975611844124,0.4552389967675909,0.1,1214,"{'SVM__alpha': 0.10000000000000001, 'SVM__n_iter': 1214}",10,0.49771652697184615,0.453665410654658,0.40352102586145144,0.46077260055754676,0.4283526756931013,0.45369465261938385,0.47745133515188615,0.44574002967116316,0.3846046460337907,0.46232229033520283,0.0050975015969553,0.00033741171848801,0.04299503305995055,0.005931026330596079
0.2101975917816162,0.0006795406341552734,0.4485208772493933,0.46369055141164106,0.0316227766017,1214,"{'SVM__alpha': 0.031622776601683791, 'SVM__n_iter': 1214}",6,0.5073339780786589,0.45653530062132214,0.3942617666021922,0.46480799168971215,0.4564259617451107,0.4717842889885901,0.4957319675629533,0.4501379556377165,0.38843606365831185,0.4751872201208643,0.0042180856659781935,8.286208818961793e-05,0.04957844290307765,0.009314516823034477
0.2041114330291748,0.0007848262786865235,0.4402493907286666,0.4660705693127671,0.01,1214,"{'SVM__alpha': 0.01, 'SVM__n_iter': 1214}",9,0.49645390070921985,0.4518941830769788,0.3904738878143134,0.4709390569605623,0.44716670248585144,0.4718720148827676,0.4821461708326373,0.45384827546472695,0.3846046460337907,0.48179931617879973,0.003125972753272552,0.00023185489834680632,0.04588046684601413,0.01144645634481023
0.20691213607788086,0.000630044937133789,0.4456348032134,0.47156584809226326,0.00316227766017,1214,"{'SVM__alpha': 0.0031622776601683794, 'SVM__n_iter': 1214}",7,0.4959703417150226,0.4603367560356808,0.39377820760799487,0.47750178932974635,0.4621928504907229,0.470040910901126,0.486511625749225,0.465916675385829,0.3892994817145418,0.4840331088089338,0.011119698826579432,2.3987610666699793e-05,0.045451700904303796,0.00837853307293738
0.215869140625,0.000651407241821289,0.46047548147672795,0.480016182569464,0.001,1214,"{'SVM__alpha': 0.001, 'SVM__n_iter': 1214}",4,0.5005999713446522,0.4716492189610469,0.424314062611935,0.4781103006909459,0.48780356759080173,0.48793560083882664,0.4963095436916623,0.47628328594373553,0.392714440901615,0.4861025064127647,0.007419823656228878,1.7082088064499534e-05,0.043605189526535165,0.00612100492776244
0.2141425132751465,0.0006632804870605469,0.4690403907565023,0.4910045930199508,0.000316227766017,1214,"{'SVM__alpha': 0.00031622776601683794, 'SVM__n_iter': 1214}",3,0.4921824629271438,0.46962316854789976,0.433868830145426,0.49463061828653226,0.5010208467655277,0.4867714921478362,0.5019113362652858,0.4989889753160916,0.41576394901140984,0.5050087108013938,0.003507856193553038,3.8392054530341974e-05,0.03659232012076574,0.01223191064526602
0.20999350547790527,0.0007127761840820312,0.4796754606450171,0.5071433335138384,0.0001,1214,"{'SVM__alpha': 0.0001, 'SVM__n_iter': 1214}",1,0.5118382405616448,0.5056562314626831,0.44420266494734584,0.5253374661976813,0.5092503044630705,0.5147156706296492,0.5039734454155762,0.49207824961053087,0.4286072925978326,0.4979290496686479,0.006319837842981087,9.342584664106732e-05,0.03564540594199676,0.011852746566233075
0.21843600273132324,0.0007207393646240234,0.47528482198562905,0.48496641399356183,3.16227766017e-05,1214,"{'SVM__alpha': 3.1622776601683795e-05, 'SVM__n_iter': 1214}",2,0.5166559209112401,0.4684284254176727,0.4862275234615661,0.488222450588042,0.5049161831076725,0.4843430166010811,0.44526480357772447,0.4958937479262683,0.4223017599181631,0.4879444294347451,0.003885747049612161,5.831954324338958e-05,0.03577501187285737,0.009085930525758915
0.21330528259277343,0.0006550312042236328,0.4509005198583996,0.46163567590921384,1e-05,1214,"{'SVM__alpha': 1.0000000000000001e-05, 'SVM__n_iter': 1214}",5,0.47048499176158753,0.47138464880400366,0.5056504763951573,0.48873070378446726,0.45979296511211415,0.4638193347870767,0.4228692311974612,0.42482810775493707,0.39461841849028545,0.45941558441558444,0.007729643641152639,2.964861331806366e-05,0.038459957083098024,0.020946012765348878
0.2000969886779785,0.0007046699523925781,0.42889459082752307,0.4431742903929773,3.16227766017e-06,1214,"{'SVM__alpha': 3.1622776601683792e-06, 'SVM__n_iter': 1214}",12,0.44049537932516664,0.44366744366744365,0.4657299949853142,0.44551804229223585,0.43677018411060975,0.44967736365585825,0.4752384531165914,0.45939904189545516,0.3251836523053028,0.4176095604538933,0.0076396161741521425,0.00012434881846258195,0.05357210253879718,0.013891179310305136
0.18630428314208985,0.0007013797760009766,0.4118150955689989,0.4331157998286514,1e-06,1214,"{'SVM__alpha': 9.9999999999999995e-07, 'SVM__n_iter': 1214}",16,0.40465828497743395,0.42057325390658723,0.4589959882513075,0.4524637051518772,0.3934826993337633,0.4200775329807588,0.44344161146059474,0.4500506136087199,0.35802286650102183,0.42241389349531383,0.011708815762548702,0.00015799504007971312,0.036019192285934525,0.014852420798870352
0.20023117065429688,0.0010888099670410157,0.4131903449233535,0.43430732902267977,3.16227766017e-07,1214,"{'SVM__alpha': 3.1622776601683792e-07, 'SVM__n_iter': 1214}",15,0.41812629844544746,0.44631036028885496,0.46067948993480917,0.45501611093008937,0.38735761874059754,0.38854634015924333,0.47646319285939603,0.46342211908926406,0.32262389931794677,0.4182417146459471,0.013339934632026623,0.0006203388887343321,0.05489605448845848,0.027469144418230947
