,0,1,2,3,4
50,0.361111111111111,0.36111111111111105,0.36111111111111105,0.36111111111111105,0.36111111111111105
100,0.3861788617886179,0.3828224776500639,0.3828224776500639,0.3828224776500639,0.3828224776500639
103,0.39930555555555547,0.3938294010889291,0.3938294010889291,0.3938294010889291,0.3938294010889291
206,0.36985523794524494,0.3721128501942881,0.3636087067459615,0.3636087067459615,0.3636087067459615
309,0.3844029406987716,0.41400925914740133,0.4140800719748087,0.4140800719748087,0.4140800719748087
412,0.3604957805907173,0.3598595026483527,0.3879174478954376,0.3828002533941148,0.3828002533941148
515,0.39494982459003014,0.40382853192375573,0.4109296656833402,0.4028522775649212,0.4028522775649212
618,0.3893962455606291,0.41213410782882404,0.38669897182617335,0.4177739735333278,0.4024357308008287
721,0.4036863349020908,0.40922446349992053,0.43064648999958527,0.40524203778026957,0.4035354322159121
