,0,1,2,3,4
38,1.0,1.0,1.0,1.0,1.0
50,1.0,1.0,1.0,1.0,1.0
77,0.9888888888888889,1.0,1.0,1.0,1.0
100,0.9916666666666666,1.0,1.0,1.0,1.0
116,0.9857142857142859,1.0,1.0,1.0,1.0
154,0.979381443298969,0.9809187918249233,0.9947916666666664,0.9946808510638298,0.9946808510638298
193,0.9831932773109244,0.9806382012264366,0.9915966386554623,0.9957627118644068,0.9957627118644068
232,0.98027950310559,0.978416149068323,0.9874223602484471,0.9897260273972602,0.9897260273972602
270,0.97532437442076,0.9801320667284522,0.9831441149212234,0.9861561631139946,0.9831932773109244
