,test,train
0.1,0.00013200000000068712,0.006914000000000087
0.2,0.00018599999999935335,0.006105999999999057
0.3,0.00019200000000019202,0.006306000000000367
0.4,0.00017699999999898353,0.007182999999999495
0.5,0.00014200000000030855,0.005269999999999442
0.6,0.00016399999999983095,0.0038809999999998013
0.7,0.00015199999999992997,0.003261999999999432
0.8,0.00015199999999992997,0.0035229999999994988
0.9,0.00017699999999898353,0.0029279999999989315
