,0,1,2,3,4
38,0.9666666666666667,1.0,1.0,1.0,1.0
50,0.975,0.9666666666666666,0.9666666666666666,0.9666666666666666,0.9666666666666666
77,0.96875,0.989795918367347,0.9901960784313726,0.9901960784313726,0.9901960784313726
100,0.9625,0.9875,1.0,1.0,1.0
116,1.0,0.9891304347826085,1.0,1.0,1.0
154,1.0,0.9406764333514197,0.9947916666666664,0.9946808510638298,0.9946808510638298
193,0.962923007040654,0.9603679309561663,0.9932432432432432,0.9933333333333332,0.9933333333333332
232,0.9855590062111802,0.9909937888198758,0.9891304347826086,0.9839120739088882,0.9839120739088882
270,0.9783364226135312,0.9542979610750696,0.9891682113067658,0.9813484708063022,0.973389355742297
