,test,train
0.1,0.005763000000001739,0.00271200000000249
0.2,0.011281000000000319,0.002523000000000053
0.3,0.01700699999999955,0.002304000000002304
0.4,0.014976000000000766,0.002043000000000461
0.5,0.016120999999998276,0.0015679999999989036
0.6,0.017193000000002456,0.0012600000000020373
0.7,0.016754999999999853,0.0012629999999980157
0.8,0.015304000000000428,0.001068000000000069
0.9,0.011646999999999963,0.0010890000000003397
