mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__alpha,param_SVM__gamma_frac,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.4536002159118652,0.0017982959747314454,0.92385390848846,0.9300422944752841,0.1,0.05,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.050000000000000003, 'SVM__n_iter': 3230}",164,0.8775510204081636,0.9407216494845362,0.9693877551020409,0.922680412371134,0.9285714285714288,0.9278350515463918,0.9166666666666666,0.9282051282051281,0.9270833333333333,0.9307692307692308,0.016020960215613243,0.000973523809810905,0.029441597568403224,0.005950150740205569
0.39275012016296384,0.0012522697448730468,0.9533604005622565,0.95537406752611,0.1,0.15,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.15000000000000002, 'SVM__n_iter': 3230}",33,0.9387755102040817,0.9544150605109815,0.979591836734694,0.9492604213357236,0.9489795918367349,0.9569923800986102,0.9410919540229883,0.9589743589743589,0.9583333333333333,0.9572281167108753,0.009258611914040748,6.555576257841844e-05,0.014840149606615333,0.0033857021921742192
0.38150606155395506,0.001334810256958008,0.949057575672165,0.9551128559431623,0.1,0.25,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.25000000000000006, 'SVM__n_iter': 3230}",44,0.9591836734693877,0.9552218735992828,0.962350457424349,0.9482967279246973,0.9489795918367349,0.9560286866875839,0.9515086206896551,0.955406911928651,0.9226190476190477,0.9606100795755969,0.005640731875236562,0.0001359264111066049,0.013955202158362646,0.003939953516311475
0.37388858795166013,0.0011940479278564453,0.9496958422057231,0.9536986601861639,0.1,0.35,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.35000000000000003, 'SVM__n_iter': 3230}",42,0.9693877551020408,0.9534513670999549,0.9725545390570022,0.9465262214253697,0.9317382125263899,0.9560286866875839,0.9515086206896551,0.9536231884057972,0.9226190476190477,0.9588638373121132,0.005104771200010618,2.676853555461746e-05,0.01982667438434612,0.004089469546951324
0.3720071792602539,0.0012216567993164062,0.9538250455666539,0.9595116220636706,0.1,0.45,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.45000000000000007, 'SVM__n_iter': 3230}",30,0.9693877551020408,0.9491035410129984,0.9725545390570022,0.9542581801882563,0.941942294159043,0.9637606454504707,0.9619252873563218,0.9613154960981047,0.9226190476190477,0.9691202475685233,0.0043852368216703895,1.4311471162646537e-05,0.01876889962778231,0.0070648517049107865
0.3750911235809326,0.001282072067260742,0.9579542489275851,0.9588034194639397,0.1,0.55,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.55000000000000016, 'SVM__n_iter': 3230}",14,0.9693877551020408,0.944755714926042,0.9725545390570022,0.9568354997758852,0.9521463757916961,0.961990138951143,0.9723419540229883,0.9613154960981047,0.9226190476190477,0.9691202475685233,0.003939036484926966,8.025675093004066e-05,0.01903933239989279,0.008051252858136662
0.3746335983276367,0.0012887954711914063,0.9579542489275851,0.9598343472989912,0.1,0.65,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.65000000000000013, 'SVM__n_iter': 3230}",14,0.9693877551020408,0.9499103541012998,0.9725545390570022,0.9568354997758852,0.9521463757916961,0.961990138951143,0.9723419540229883,0.9613154960981047,0.9226190476190477,0.9691202475685233,0.00438029701502382,0.00012271908006173177,0.01903933239989279,0.006333212623668414
0.38227119445800783,0.0013143539428710938,0.9600108855357166,0.960349811216517,0.1,0.75,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.75000000000000022, 'SVM__n_iter': 3230}",5,0.979591836734694,0.9524876736889286,0.9725545390570022,0.9568354997758852,0.9521463757916961,0.961990138951143,0.9723419540229883,0.9613154960981047,0.9226190476190477,0.9691202475685233,0.012936579751909762,7.985013737679903e-05,0.020646589225563356,0.0055625060463171385
0.40244159698486326,0.0014417648315429687,0.9600108855357166,0.9608652751340427,0.1,0.85,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.8500000000000002, 'SVM__n_iter': 3230}",5,0.979591836734694,0.9550649932765576,0.9725545390570022,0.9568354997758852,0.9521463757916961,0.961990138951143,0.9723419540229883,0.9613154960981047,0.9226190476190477,0.9691202475685233,0.003890841105431456,0.00019331253625672832,0.020646589225563356,0.00488865925343589
0.3917680740356445,0.0013086795806884766,0.9600108855357166,0.9608652751340427,0.1,0.95,3230,"{'SVM__alpha': 0.10000000000000001, 'SVM__gamma_frac': 0.95000000000000018, 'SVM__n_iter': 3230}",5,0.979591836734694,0.9550649932765576,0.9725545390570022,0.9568354997758852,0.9521463757916961,0.961990138951143,0.9723419540229883,0.9613154960981047,0.9226190476190477,0.9691202475685233,0.009412356482501655,0.00014723701453380215,0.020646589225563356,0.00488865925343589
0.4255869388580322,0.001338624954223633,0.9362146021199178,0.938273856727465,0.0316227766017,0.05,3230,"{'SVM__alpha': 0.031622776601683791, 'SVM__gamma_frac': 0.050000000000000003, 'SVM__n_iter': 3230}",116,0.8979591836734696,0.9484536082474225,0.9693877551020409,0.9304123711340205,0.9387755102040817,0.9381443298969071,0.9374999999999998,0.9384615384615385,0.9374999999999999,0.935897435897436,0.015879790597846825,0.00012797962886140735,0.022775801833299154,0.005850293571070556
