,test,train
0.1,0.0008049999999855117,1.372809999999987
0.2,0.0008660000000020318,1.177363999999983
0.3,0.00021999999998456587,1.2003679999999974
0.4,0.001073999999988473,1.3883620000000008
0.5,0.0012630000000228847,1.156846999999999
0.6,0.0010050000000205728,0.8245890000000031
0.7,0.0010819999999966967,0.8771869999999922
0.8,0.0008020000000215077,0.7637840000000153
0.9,0.0009719999999902029,0.7779679999999871
