,test,train
0.1,0.0002290000000009229,0.33951199999999915
0.2,0.0003529999999969391,0.3045569999999991
0.3,0.00042799999999942884,0.2630809999999997
0.4,0.0004710000000009984,0.23487999999999687
0.5,0.0003089999999978943,0.193442000000001
0.6,0.00034799999999890474,0.15231999999999957
0.7,0.006993000000001359,0.10563099999999892
0.8,0.0015000000000000568,0.2854920000000014
0.9,0.001530999999999949,0.13931399999999883
