,test,train
0.1,0.0002060000000021489,0.07634799999999942
0.2,0.000301999999997804,0.0641689999999997
0.3,0.0002309999999994261,0.0566059999999986
0.4,0.00024300000000110344,0.04922099999999929
0.5,0.00029100000000070736,0.042628000000000554
0.6,0.00028700000000014825,0.041827999999998866
0.7,0.00021899999999774877,0.028701999999999117
0.8,0.00018000000000029104,0.017592000000000496
0.9,0.00016899999999964166,0.008870999999999185
